Work Order #,Order Quantity,Pieces Scrapped,Total Scrap Weight (lbs),Scrap%,Sellable,Heats,Week Ending,Piece Weight (lbs),Dross Rate,Bent Rate,Outside Process Scrap Rate,Failed Zyglo Rate,Gouged Rate,Shift Rate,Missrun Rate,Core Rate,Cut Into Rate,Dirty Pattern Rate,Crush Rate,Zyglo Rate,Shrink Rate,Short Pour Rate,Runout Rate,Shrink Porosity Rate,Gas Porosity Rate,Over Grind Rate,Sand Rate,Tear Up Rate,Part ID
W03515,80,4,42,5,25000,125,4/9/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.0125,169
W03513,125,4,51,3.2,25000,125,4/9/2024,13,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,137
W03864,50,2,11,4,25000,125,4/9/2024,5,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
W03926,351,2,44,0.57,25000,125,4/9/2024,22,0,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0,0,0,0.0028,0,0,15
W03600,100,3,51,3,25000,125,4/9/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,88
W03417,75,1,32,1.33,25000,125,4/9/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
W02577,180,5,62,2.78,40400,202,4/16/2024,12,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.0222,0,54
W02797,180,1,7,0.56,40400,202,4/16/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,39
W03773,3000,11,19,0.37,40400,202,4/16/2024,2,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.0003,0,0,0,0,0.001,69
W03885,500,7,4,1.4,40400,202,4/16/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,103
W03451,1000,26,22,2.6,40400,202,4/16/2024,1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,37
W03474,100,2,30,2,40400,202,4/16/2024,15,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W03904,250,1,17,0.4,40400,202,4/16/2024,17,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,189
W03646,1000,6,10,0.6,40400,202,4/16/2024,2,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W03859,90,2,64,2.22,40400,202,4/16/2024,32,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
W03515,80,7,74,8.75,40400,202,4/16/2024,11,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.0375,0,169
W03513,125,1,13,0.8,40400,202,4/16/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,118
W03514,80,8,85,10,40400,202,4/16/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,111
W03864,50,2,11,4,40400,202,4/16/2024,5,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,61
W03517,50,2,73,4,40400,202,4/16/2024,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
W03600,100,1,17,1,40400,202,4/16/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
W03964-01,72,1,16,1.39,40400,202,4/16/2024,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139,122
W03655,100,2,22,2,35000,175,4/23/2024,11,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
W03725,100,3,47,3,35000,175,4/23/2024,16,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
W02790,120,3,27,2.5,35000,175,4/23/2024,9,0.0083,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
W03669,10,1,79,10,35000,175,4/23/2024,79,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,207
W03895,300,2,39,0.67,35000,175,4/23/2024,19,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
W03773,3000,19,32,0.63,35000,175,4/23/2024,2,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0.0003,0,69
W02283,6,1,59,16.67,35000,175,4/23/2024,59,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,204
W03885,500,15,9,3,35000,175,4/23/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,103
W03474,100,5,75,5,35000,175,4/23/2024,15,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,6
W03859,90,8,256,8.89,35000,175,4/23/2024,32,0.0889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
W03926,351,4,88,1.14,35000,175,4/23/2024,22,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,15
W03600,100,2,34,2,35000,175,4/23/2024,17,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,88
W03417,75,1,32,1.33,35000,175,4/23/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
W03979,240,1,4,0.42,28400,142,4/30/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,208
W03859,90,11,352,12.22,28400,142,4/30/2024,32,0.1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
W03856,100,7,90,7,28400,142,4/30/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,118
W03862,50,4,212,8,28400,142,4/30/2024,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,99
W03979,240,1,4,0.42,28400,142,4/30/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,208
W03859,90,11,352,12.22,28400,142,4/30/2024,32,0.1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
W03856,100,7,90,7,28400,142,4/30/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,118
W03862,50,4,212,8,28400,142,4/30/2024,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,99
W03136,73,2,84,2.74,35800,179,4/30/2024,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0.0137,0,0,0,0,0,209
W03885,500,5,3,1,35800,179,4/30/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.008,0.002,103
W03451,1000,3,2,0.3,35800,179,4/30/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.002,0,37
W03474,100,4,60,4,35800,179,4/30/2024,15,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0.02,0,6
W03904,250,2,34,0.8,35800,179,4/30/2024,17,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,189
W03845,100,6,42,6,35800,179,4/30/2024,7,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,210
W03899,100,1,15,1,35800,179,4/30/2024,15,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
W03843,75,24,362,32,35800,179,4/30/2024,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,40
W03901,500,1,3,0.2,35800,179,4/30/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,147
W03478,60,3,50,5,35800,179,4/30/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,120
W03600,100,2,34,2,35800,179,4/30/2024,17,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,88
W03656,100,2,22,2,38000,190,5/14/2024,11,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
W04002,72,1,181,1.39,38000,190,5/14/2024,181,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
W04011,276,7,94,2.54,38000,190,5/14/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254,0,212
W03836,96,5,8,5.21,38000,190,5/14/2024,2,0,0,0,0,0,0,0.0521,0,0,0,0,0,0,0,0,0,0,0,0,0,64
W02977,1000,3,6,0.3,38000,190,5/14/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
W03846,100,2,14,2,38000,190,5/14/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,182
W03901,500,36,115,7.2,38000,190,5/14/2024,3,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
W03299,10,1,64,10,38000,190,5/14/2024,64,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
W03764,50,3,20,6,38000,190,5/14/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,214
W03679,10,2,34,20,38000,190,5/14/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,215
W04011,276,2,27,0.72,39600,198,5/21/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072,0,212
W03441,300,5,45,1.67,39600,198,5/21/2024,9,0.0067,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,3
W03132,45,2,128,4.44,39600,198,5/21/2024,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444,0,0,0,0,0,0,216
W03296,500,31,60,6.2,39600,198,5/21/2024,2,0.004,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,45
W03836,96,2,3,2.08,39600,198,5/21/2024,2,0,0,0,0,0,0,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,64
W03904,250,2,34,0.8,39600,198,5/21/2024,17,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,189
W03959,100,30,104,30,39600,198,5/21/2024,3,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,217
W03901,500,25,80,5,39600,198,5/21/2024,3,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,147
W03647,1000,6,10,0.6,39600,198,5/21/2024,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.004,0,14
W03870,90,1,32,1.11,39600,198,5/21/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,124
W03874,50,2,106,4,39600,198,5/21/2024,53,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
W04039,120,2,18,1.67,29800,149,5/21/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,20
W04046,90,4,30,4.44,29800,149,5/21/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444,0,39
W03839,18,2,28,11.11,29800,149,5/21/2024,14,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
W03635,26,2,26,7.69,29800,149,5/21/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769,0,155
W03959,100,4,14,4,29800,149,5/21/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,217
W03647,1000,5,8,0.5,29800,149,5/21/2024,2,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.001,0,14
W03864,50,1,5,2,29800,149,5/21/2024,5,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
W03478,60,51,845,85,29800,149,5/21/2024,17,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,120
W03079,30,1,12,3.33,29800,149,5/21/2024,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,16
W04011,276,14,188,5.07,41600,208,6/4/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507,0,212
W04039,120,2,18,1.67,41600,208,6/4/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,20
W03441,300,8,71,2.67,41600,208,6/4/2024,9,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0033,3
W03947,1500,1,2,0.07,41600,208,6/4/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
W03852,640,3,8,0.47,41600,208,6/4/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0,49
W02284,60,2,119,3.33,41600,208,6/4/2024,59,0.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
W03451,1000,47,39,4.7,41600,208,6/4/2024,1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,37
W03960,36,2,19,5.56,41600,208,6/4/2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556,85
W03844,100,1,15,1,41600,208,6/4/2024,15,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,40
W03866,100,1,11,1,41600,208,6/4/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,184
W03873,30,1,53,3.33,41600,208,6/4/2024,53,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
W03871,70,3,110,4.29,41600,208,6/4/2024,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429,0,112
W03478,60,5,83,8.33,41600,208,6/4/2024,17,0,0,0,0,0,0.07,0,0.0167,0,0,0,0,0,0,0,0,0,0,0,0,120
W04076-01,160,9,172,5.63,41600,208,6/4/2024,19,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,101
W03446,300,4,6,1.33,38600,193,6/11/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,68
W03442,300,20,178,6.67,38600,193,6/11/2024,9,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
W04031,500,2,5,0.4,38600,193,6/11/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,201
W03707,20,2,28,10,38600,193,6/11/2024,14,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,218
W03847,100,28,1064,28,38600,193,6/11/2024,38,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,82
W04009,400,56,129,14,38600,193,6/11/2024,2,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,219
W04093,90,10,320,11.11,38600,193,6/11/2024,32,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
W03478,60,1,17,1.67,38600,193,6/11/2024,17,0,0,0,0,0,0,0.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,120
W04054-01,160,2,38,1.25,38600,193,6/11/2024,19,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0,101
W04089,100,1,11,1,35800,179,7/8/2024,11,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
W04011,276,3,40,1.09,35800,179,7/8/2024,13,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.0036,0,0,212
W04074,20,1,3,5,35800,179,7/8/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,178
W04155,100,5,10,5,35800,179,7/8/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,220
W03841,1000,12,24,1.2,35800,179,7/8/2024,2,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
W03867,100,1,13,1,35800,179,7/8/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,137
W03478,60,3,50,5,35800,179,7/8/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
W04048,120,2,15,1.67,28400,142,7/15/2024,7,0,0,0,0,0,0,0,0.0167,0,0,0,0,0,0,0,0,0,0,0,0,39
W03745,50,2,37,4,28400,142,7/15/2024,18,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,221
W03852,640,23,58,3.59,28400,142,7/15/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0.0344,0,49
W04144,50,4,40,8,28400,142,7/15/2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,222
W04165,20,1,50,5,28400,142,7/15/2024,50,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,154
W03789,250,20,24,8,28400,142,7/15/2024,1,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,223
W03841,1000,1,2,0.1,28400,142,7/15/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
W04009,400,19,44,4.75,28400,142,7/15/2024,2,0,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0.0225,0,0.0075,0,224
W03647,1000,8,13,0.8,28400,142,7/15/2024,2,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,14
W04006,300,5,13,1.67,28400,142,7/15/2024,3,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
W04097,90,2,25,2.22,28400,142,7/15/2024,13,0,0,0,0,0,0,0,0,0,0,0.0222,0,0,0,0,0,0,0,0,0,137
W03890,500,2,6,0.4,28400,142,7/15/2024,3,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,225
W04048,120,2,15,1.67,26200,131,7/22/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,0,39
W03442,300,5,45,1.67,26200,131,7/22/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
W04165,20,4,200,20,26200,131,7/22/2024,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,154
W04124,32,2,50,6.25,26200,131,7/22/2024,25,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,226
W04154,12,1,1,8.33,26200,131,7/22/2024,1,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,227
W03841,1000,1,2,0.1,26200,131,7/22/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
W04027,100,8,121,8,26200,131,7/22/2024,15,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,40
W04198,126,1,3,0.79,26200,131,7/22/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0,0,168
W04093,90,1,32,1.11,26200,131,7/22/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,124
W04097,90,3,38,3.33,26200,131,7/22/2024,13,0,0,0,0,0,0.02,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,137
W04029,20,1,6,5,26200,131,7/22/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,228
W03890,500,3,9,0.6,26200,131,7/22/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,225
W03929,300,1,22,0.33,26200,131,7/22/2024,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
W04051-01,360,1,4,0.28,26200,131,7/22/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
W04041,120,1,9,0.83,45400,227,7/29/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0,0,20
W04239,30,1,101,3.33,45400,227,7/29/2024,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,0.0333,0,0,229
W04287,100,9,139,9,45400,227,7/29/2024,15,0,0,0,0,0.07,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,4
W03476,140,1,15,0.71,45400,227,7/29/2024,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0,6
W04154,12,1,1,8.33,45400,227,7/29/2024,1,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,227
W04197,152,1,6,0.66,45400,227,7/29/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,0,0.0066,0,0,230
W03860,50,3,110,6,45400,227,7/29/2024,37,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.04,0.02,112
W04094,70,2,73,2.86,45400,227,7/29/2024,37,0,0,0,0,0,0,0,0.0143,0,0,0,0,0,0,0,0,0,0.0143,0,0,112
W04118,300,13,18,4.33,45400,227,7/29/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0.02,0.0167,231
W03261,50,1,12,2,45400,227,7/29/2024,12,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,16
W03916,50,3,19,6,45400,227,7/29/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,193
W04051-01,360,1,4,0.28,45400,227,7/29/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,100
W03912,26,2,27,7.69,45400,227,7/29/2024,14,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.0385,0,0,232
W04016-01,36,3,57,8.33,45400,227,7/29/2024,19,0,0,0,0,0,0.06,0,0.0278,0,0,0,0,0,0,0,0,0,0,0,0,101
W04162,25,2,9,8,45400,227,7/29/2024,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,233
W04119,100,4,148,4,47400,237,8/5/2024,37,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,63
W04049,120,2,15,1.67,47400,237,8/5/2024,7,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
W03443,300,7,62,2.33,47400,237,8/5/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233,3
W03747,100,3,32,3,47400,237,8/5/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,234
W04412,30,1,101,3.33,47400,237,8/5/2024,101,0,0,0,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,229
W04302,500,1,3,0.2,47400,237,8/5/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
W03476,140,3,45,2.14,47400,237,8/5/2024,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W04117,52,2,1,3.85,47400,237,8/5/2024,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
W03261,50,1,12,2,47400,237,8/5/2024,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,16
W04081,5,1,48,20,47400,237,8/5/2024,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,237
W04051-01,360,24,92,6.67,47400,237,8/5/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611,0,0.0056,0,0,0,0,100
W04059,30,3,22,10,47400,237,8/5/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,51
W04016-01,36,1,19,2.78,47400,237,8/5/2024,19,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
W04119,100,8,297,8,48000,240,8/12/2024,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
W04239,30,4,402,13.33,48000,240,8/12/2024,101,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,229
W04410,42,2,28,4.76,48000,240,8/12/2024,14,0,0,0,0,0.02,0,0,0.0238,0,0,0,0,0,0,0,0,0,0,0,0,102
W03851,640,16,41,2.5,48000,240,8/12/2024,3,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172,0.0016,49
W04254,250,1,8,0.4,48000,240,8/12/2024,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,238
W04160,10,1,14,10,48000,240,8/12/2024,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,239
W04157,10,1,34,10,48000,240,8/12/2024,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,186
W03946,300,1,22,0.33,48000,240,8/12/2024,22,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,15
W03259,35,1,15,2.86,48000,240,8/12/2024,15,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
W04146-01,60,3,12,5,48000,240,8/12/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,0,0,0,0,0,240
W04126,20,1,21,5,48000,240,8/12/2024,21,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
W04108-01,160,9,172,5.63,48000,240,8/12/2024,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563,0,101
W04249,100,1,16,1,44000,220,8/13/2024,16,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,139
W03443,300,11,98,3.67,44000,220,8/13/2024,9,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0.0033,0,0,3
W04194,275,1,12,0.36,44000,220,8/13/2024,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036,0,242
W04410,42,1,14,2.38,44000,220,8/13/2024,14,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
W04143,100,3,7,3,44000,220,8/13/2024,2,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
W04369,4,1,68,25,44000,220,8/13/2024,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,174
W04254,250,1,8,0.4,44000,220,8/13/2024,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,238
W04211,80,1,32,1.25,44000,220,8/13/2024,32,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
W04060,36,1,20,2.78,44000,220,8/13/2024,20,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
